users,text
StoryAvenueLLC,@JoeBiden BIDEN LIED! NEW EMAILS JUST RELEASED REVEAL AND PROVE THAT JOE BIDEN LIED WHEN HE SAID HE NEVER MET HIS S… https://t.co/8Ou5RuyycQ
CosmosRama,@JoeBiden okay. Cut middle class taxes to 20% or give 5000 tax deduction per year in healthcare costs. Healthcare i… https://t.co/5D97FCtLI4
Teresa1125,RT @mcforgod: @JoeBiden @POTUS If @JoeBiden had kept his word there would be no need for protest today. There would be no inequality to spe…
maddisonloree,@JoeBiden Can’t come any sooner.
TheRealDillySD,RT @mike4882_h: @JoeBiden . @JoeBiden called a lid at 10:45 but #HunterBiden is ready to go! https://t.co/HfJkylVEYv
ingenerio_,@JoeBiden Did you guys all hear the latest in Hunter Biden corruption and the secret meeting between Joe and Burisma?
6850Paxton,@JoeBiden You and your VP are in favor of the economic-crushing policies of the radical Green New Deal.  You &amp; your… https://t.co/jnnQGOqiAD
FrithjofOdinss1,"@JoeBiden On that note, most people would likely vote for Trump. I'm a working class American, and my insurance rat… https://t.co/JWYOklwurp"
LMYerington,@JoeBiden You will make a great SENATOR.
Loandbehold5,@JoeBiden And that's why voting for you is a bad idea.
JoyDonovan12,"@JoeBiden speaking as a Canadian, I am so hopeful that the American public can make a positive change and vote for… https://t.co/VUfIV7GwHC"
JMH73148000,"RT @JohnWeninger7: @JoeBiden Protect and build on what, Joe?  High premiums and deductibles?  Don't you think they're high enough already?…"
TynaBryan,@JoeBiden Did you listen when you were told not to murder Seal Team 6? https://t.co/IBIb2tRMdn
s0cietysmirr0r,RT @murray_nyc: @JoeBiden 20 days to make sure Donald Trump suffers the worst landslide defeat of any incumbent president ever in the histo…
SpaceHilbert,"@JoeBiden ...in September, April, June and November  - Joe Biden"
kathleen_jessee,"@JoeBiden MEDICARE FOR ALL. It's that simple, idiot. We DON'T WANT OBAMA CARE or aka, the ACA, We want MEDICARE FOR… https://t.co/afMoJdTIGW"
IACU10,@JoeBiden You want more billions from China for your hero son.
Spankyshaggs,@JoeBiden Hes been in Washington for over 47 years and the only thing hes done is pass legislation to make it easie… https://t.co/0onBUqImwZ
aramide_james,@JoeBiden Tweet #EndSARS or #EndPoliceBrutalityinNigeria or better still #EndBadGovernanceinNIGERIA. If you want Ni… https://t.co/tTkndpm5JO
AmericanPi3141,@JoeBiden And 40 pairs of Depends for you?
NateRooker5,@JoeBiden Oh man it seems like you get tired just from tweeting. I pray to God you dont win
MoonBea34452922,@JoeBiden where's Hunter????
StoryAvenueLLC,@JoeBiden Smoking-gun email reveals how Hunter Biden introduced Ukrainian businessman to VP dad!   before the elder… https://t.co/JpAMVLG756
JulietKotzebue,"@JoeBiden  son ,Sex tape dropping soon.  Brace yourselves, ladies! Where’s Hunter?! #WheresHunter #JoeBiden https://t.co/Q37IMyn6uQ"
Bitblocks2022,"@JoeBiden I feel for american ppl, to choose between these two idiots lol no wonder ppl wont vote"
BoxmanBob,@JoeBiden Go back to bed and put a lid on it Sleepy Joe 😴
Ryanexpress77,"@JoeBiden Hey Joe, did you meet with the Burisma exes? yes or no? What did you know and when did you know it?… https://t.co/ZbJv224BLn"
labby_chris,@JoeBiden True go ahead🇧🇪
grayoliver,@JoeBiden #BoycottNBC
mcl_debbie,@JoeBiden Biden2020🇺🇸 https://t.co/buzYEEbpjZ
JulietLazona,@JoeBiden Okay okay
gator86743702,"@JoeBiden No, Obamacare should be abandoned long time ago"
AustinB38775420,@JoeBiden Shawnee and Johnson counties in Kansas are limiting polling places and most wont even take votes till much later in the month!
Popobadcat,@JoeBiden https://t.co/4DIwm2RpO8
UpTheBomb,@JoeBiden ...oh and the ukrainians that vote for me too https://t.co/MrFijErBDA
HenryPuppers,@JoeBiden https://t.co/XRTw7VK3XG
JMH73148000,RT @thebradfordfile: @JoeBiden Where's Hunter?
michaellemay35,@JoeBiden Your** not you're
ingenerio_,@JoeBiden Did you guys all hear the latest in Hunter Biden corruption and the secret meeting between Joe and Burisma?
astorga_rodrigo,@JoeBiden https://t.co/4t74TiQZV3
zach_baylor,"@JoeBiden There you go again,breaking your promise not to lie. Nearly 90% of all Americans have health insurance pr… https://t.co/bgX0SqiwUq"
DaveGra65730505,@JoeBiden Obamacare is unconstitutional
USPatriot1964,@JoeBiden Not if “We the People” can help it.
angeloeq1,@JoeBiden https://t.co/yhe38g0OuS
RymersJavier,@JoeBiden Lol you're a joke 🤣🤣🤣🤣😷😷😷😷😷Trump 2020.🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
Ahoura20,@JoeBiden پیر خرفت
MayIrmamay14,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
splawn_g,@JoeBiden   I think you know you are not up to being President. Do not let others talk you into something that you… https://t.co/UGTKqYXNM9
hilgri21,@JoeBiden #FlipFloridaBlue
lindy0208,@JoeBiden @ChrisCuomo https://t.co/OQVx3WKPmW
dimas_rosendo,@JoeBiden https://t.co/iOwDWLNd66
esshankar1,@JoeBiden Tantrum Trump will destroy everything! No one should fall for his daily serial twitter lies and vote for him!
ladyquietstorm7,@JoeBiden Your best friend was a klan member. I don’t believe you. https://t.co/MwIC9f0kIz
daisykodis,RT @natemax: @JoeBiden Donald Trump wants to disenfranchise you. Don't let him.  https://t.co/q9aeTU3kdH
joe_palo,@JoeBiden 20 days until you can retire to ur basement for good.....................................#Trump2020Landslide
djt2020_p,@JoeBiden The #FBI has lost all credibility. They sat on this evidence   #JoeBiden lied about Hunter's involvement… https://t.co/ZxOWhqYQvK
ThomasMcVicar1,@JoeBiden #whereshunter https://t.co/tGrCTh4ZoA
wnowik,@JoeBiden https://t.co/J1NIa1XKnf
bear89007362,@JoeBiden Creepy Joe https://t.co/P8Um0HKtKf
OgmadmanAmend4,@JoeBiden 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎
JefroMcinnis,"@JoeBiden You mean the system designed to fail so we're beholden to government for healthcare?  If it's so great, w… https://t.co/vQTFRw13D4"
StefaniNicole17,"RT @ladyntn7: @JoeBiden joe, my premiums and deductible went through the roof thanks to obamacare. The only ones who agrees with obamacare…"
PaulSchnake1,@JoeBiden YOU'RE SHOWING YOUR ADVANCED AGE EVERY DAY! Your actions show that you are far to advance in old age to b… https://t.co/mOfdujfd20
TheRealDillySD,RT @ArthurSchwartz: @JoeBiden What’s up Joe? https://t.co/FBUb593CO2
FreedomFarmer98,@JoeBiden Obama care sucks donkeydongs
Grania64156311,@JoeBiden @chrislongview I dropped my ballot off in Tucson yesterday.  @JoeBiden &amp; @KamalaHarris and @CaptMarkKelly… https://t.co/psC6p9b8bd
dak_alan,"@JoeBiden ""Not my President."""
KoVClanLeader,"RT @QTPIEbme: @JoeBiden AMEN, AMEN!!!!! Come on America we can get rid of Putin's Puppy &amp; save our democracy! Vote like your life depends o…"
xxxxxxx30300883,@JoeBiden I really hope u win
chephsteph,@JoeBiden @KamalaHarris Already voted for you.
rcschmeling,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
nanashton,@JoeBiden #MAGA #Trump2020 https://t.co/KnfsfbyOdc
TynaBryan,@JoeBiden Treason! https://t.co/IBIb2tRMdn
MattDoyle1611,@JoeBiden https://t.co/rgLL1mSiPH
ColtsFan_Rick,@JoeBiden Somehow *both* presidential candidates think America should continue being the only major country in the… https://t.co/mttRUK1cdp
jmgiambelluca,"RT @B_to_the_Rian_: @JoeBiden All 5 cars honking horns is nice play on loud noises, but the fact of the matter is it’s only 5 cars.... http…"
dacan517,@JoeBiden And it would be more if you were in charge!  You would have not banned international travel as soon as Trump.  Tell the truth!
angeloeq1,@JoeBiden https://t.co/zucAqcYrGB
alxandrio,RT @ArthurSchwartz: @JoeBiden What’s up Joe? https://t.co/FBUb593CO2
idahomom4,@JoeBiden Are you kidding me?? The #ACA is not affordable. I simply cannot afford health insurance for my family of… https://t.co/Ru4iExBkk8
rachelgwp,@JoeBiden  https://t.co/UAfL0ZsG5i.  This is not fair for you what NBC has done. they should have scheduled it at a… https://t.co/a56W284iB8
Gary49148971,@JoeBiden Americans Need U.B.I. NOW!!!
dicky0921,@JoeBiden Building on a crap foundation gets you CRAP in the end!
JimFortner2,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
ladyntn7,"@JoeBiden joe, my premiums and deductible went through the roof thanks to obamacare. The only ones who agrees with… https://t.co/HC13E8ddZT"
pappahuss,@JoeBiden Elections have consequences https://t.co/XBwgM62Fmp
LuisAlf82940568,@JoeBiden Donald Trump al lado del ex convicto Álvaro Uribe Vélez han implementado la campaña del castrochavismo pa… https://t.co/TsPpQrcLHj
TynaBryan,@JoeBiden Treason https://t.co/IBIb2tRMdn
pdk3800,RT @resfam97: @JoeBiden Joe don't let up. Keep your foot on the gas. Stay on the campaign trail....you need to hit Texas hard....it's gonna…
2tall4u2,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
Chuckyb33303857,@JoeBiden BS Joe
aid_texas,@JoeBiden I see you haven’t taken your meds lol
MasterJackson17,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
jason_crrn,@JoeBiden https://t.co/5p6riSNN73
davezales,@JoeBiden what have you done in 47 years Joe ?
Lotusjoints12,@JoeBiden South Americans too Joe?
Mahgeetah1,@JoeBiden What Biden says:  I didnt know anything at all about My sons $50k/mo grift on Ukrainian gas company  What… https://t.co/EqFdys2KCA
ThomasMcVicar1,@JoeBiden #whereshunter https://t.co/p9jo0DoN57
KTFGelman,@JoeBiden Sir with all due respect I just read you’re gonna share the same day and same hour for competing town hal… https://t.co/W3MARKGXqV
dimas_rosendo,@JoeBiden https://t.co/5qUXiZ4inG
thetaxi315,@JoeBiden STOP WITH THE LIES ALREADY!! AMERICA HAS HAD ENOUGH OF YOUR LIES!!
LButton14,@JoeBiden I WILL VOTE FOR TRUMP !!!!
DBOOM66,RT @realTrumpForce: @JoeBiden Where the hell is Hunter and all that cash?
MitchEganSlate,@JoeBiden CrackHeads love Obamacare! Ain't that right Hunter? https://t.co/Ajg1DqC3kd
anlec_k,"@JoeBiden Obamacare is a disaster, just like your career in politics"
PRowan131,@JoeBiden Wow all of 25 people including press &amp; secret service... yawn
EdBigCon,@JoeBiden https://t.co/CmPlxWcW8g
TynaBryan,@JoeBiden Treason! https://t.co/IBIb2tRMdn
Sammy06665896,@JoeBiden You had 47 years to do that. And 8 years the the WH.
resfam97,@JoeBiden Joe don't let up. Keep your foot on the gas. Stay on the campaign trail....you need to hit Texas hard....it's gonna tip blue.
lad63222,@joebiden So excited to #VoteforBiden  #BidenHarrisToSaveAmerica https://t.co/MtwdTLqMpz
nicki_sosorreal,@JoeBiden What  is so great  about  Obama care?
smmayer11,"@JoeBiden Is crack addiction a pre-existing condition? Asking for Hunter, er ""a friend"""
Kapilgoud8,@JoeBiden Govt should provide healthcare to all citizens
1Latinos4Trump,@JoeBiden That’s means you will pack the court. Another reason not to vote for you
marilyn_helton,@JoeBiden You already had 47 years and didn’t get it done. What makes you think you can do it now? You should rest… https://t.co/OhpV94q62t
KKozSheeley,"@JoeBiden BS you and KH want to replace it with single payer. Oh, wait, sorry, you’re going to be voted out on the… https://t.co/s7C4Q40VZs"
elizabkiel,"@JoeBiden Trump is for all Americans, not you."
PeytonBurkhart6,@JoeBiden don’t Ban tiktok
SandyDivsalar,@JoeBiden #BidenHarris #hunterslaptop  #joebidenCampaign This is the end of #JoeBiden https://t.co/SK4IHXMvBj
AnnaDobrogowska,@JoeBiden https://t.co/EzR8XsTVwH
Polly77923363,@JoeBiden This countdown is killing me #Biden2020 #VoteBlue2020
djt2020_p,@JoeBiden I am going to do everything morally acceptable to win. I will lie. I will cheat. I will steal. Because th… https://t.co/YUNRh0xcIr
WilmaJAyala1,@JoeBiden I registered to vote for the 1st time back in Feb/ March. The guy at the pole place told me to leave my r… https://t.co/XgCWrtPjve
StoryAvenueLLC,@JoeBiden Emails blow apart Biden story: Messages found on computer along with sex and drugs pics of Democrat candi… https://t.co/aqgSILDNn5
ThomasMcVicar1,@JoeBiden #whereshunter https://t.co/RGNSsip3QB
Huckleberry963,"@JoeBiden Pour it on, Joe!  Donate and vote."
Tribefan4192,@JoeBiden https://t.co/kfLO1JaDNH
rickyhiggins16,"RT @real_defender: @JoeBiden Three weeks from today, we’re going to make Donald Trump a two-term president."
ralfmalf123,@JoeBiden Have a great retirement! You deserve it.
amandpms,@JoeBiden #WhereIsHunter
NYfiredude1965,@JoeBiden @DrBiden ??? #WheresHunter https://t.co/bVVOmOZHuG
FoxQ87146815,@JoeBiden No thanks Joe. We the people do not want you or your Obamacare. The time of the demonic democratic rule i… https://t.co/jTnGlqc2fy
rArity_Fly,@JoeBiden Do you have a plan to make it more affordable?
BUFU86050040,@JoeBiden Joe you lied https://t.co/1fgKjkCRJ2
utelo,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
sernberg44,@JoeBiden Just voted early in person. So proud to execute on my right to vote as an American. This is our populatio… https://t.co/BIsjalRgqW
javalyzer,@JoeBiden Best of luck on your senate run!
david_demitri,@JoeBiden Joe...you got some splainin’ to do!!! Quit hiding and answer the people’s questions.
MikeOxford8,@JoeBiden Joe quick! Count to ten without thinking more than 5 seconds in between numbers! GO!
GuidoFawkesNew,@JoeBiden Found Hunter for ya Joe https://t.co/Fvqta4xsfT
alxandrio,@JoeBiden Looks like Twitter is blocking links to articles that that will soon be scrubbed from the internet. Try t… https://t.co/3vu0paNw34
robin_trotz,@JoeBiden That just makes me a bit queasy.
cadevvi,RT @LafizzyD: @JoeBiden https://t.co/ne49TZDMy7
16inch_,"@JoeBiden Daddy, Help! https://t.co/jYEssxggEX"
nancywa31371553,RT @judgeyourself99: @JoeBiden #voteblue #BidenHarris2020 https://t.co/nXTCaGY146
1stamendmentU,@JoeBiden Ummmmm - u on crack? Wrong Biden my bad
angeloeq1,@JoeBiden https://t.co/6E2dyaGnoE
puppet_master06,@JoeBiden Thank you for taking the pandemic seriously
ThamiLesole,@JoeBiden Including hunter’s business partners. You will never be a president  Maybe if you ran against crooked Hillary
JohnsonJJsmomx2,RT @thebradfordfile: @JoeBiden Where's Hunter?
EquinsuOcha26,@JoeBiden Is it true that you and Hillary have the same E-mail address?
RosangelaLyra9,@JoeBiden I love you president future Joe Biden
elbon02,@JoeBiden Looks busy joe
PattyAdams41,@JoeBiden They already do with the President.
BrianCa62811383,"@JoeBiden You will even be President for Ukraine, Russia, and China. What could go wrong?"
NutzNum,@JoeBiden https://t.co/EO6Brugbwg
robinhoodtrade5,@JoeBiden Who wants Obamacare? Has anyone had it or looked at how insanely expensive it is while still having massi… https://t.co/ikijFpNrez
baby_appa,@JoeBiden go off king ✨❤️✨
RalphBei,@JoeBiden is afraid of exposing himself to public. WHY? https://t.co/J4LvO2XJkY
realtiffanyvaz,"@JoeBiden Former Vice President Joe Biden, #God and I still not able to endorsed you for this position due to your… https://t.co/aEWq6Cnw7h"
djt2020_p,"@JoeBiden LOL. The media spent four years selling a hoax that Trump sold out America, but Biden actually did it."
markrowantree,RT @TheReal_JesusC: @JoeBiden what about the ones who don't have healthcare?
joshuapedersen6,@JoeBiden No your party is failing. Pelosi has turned down what 3 stimulus packages ?  Why ?  So the economy stays… https://t.co/6CGGvsPKh0
tfet123,@JoeBiden Tick tock you ready to go to prison
odktiger,"RT @JoshuaAHouston: @JoeBiden Come November 3rd, Trump will be an…  Impeached… One term… Historically disliked… Former president… Who lost…"
Martha01622690,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
PaulStats,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
pscq1,"@JoeBiden Yeah, okay. That is an impossible promise. The country wants different things."
TrumperForever,@JoeBiden Will never happen unless you cheat!!! God Help Us if this corrupt person wins!!  You will destroy this Country!!!
QuantumSam,@JoeBiden @SharylAttkisson Until you're history.
marilyn_helton,@JoeBiden Stop copying everything President Trump says .  We’ve noticed you do that a lot
IACU10,@JoeBiden Democrats want to replace Obamacare with universal healthcare too. Both parties want to get rid of Obamac… https://t.co/YG5PDuszAi
MarthalouM,@JoeBiden In your dreams
stevedavenport1,@JoeBiden Obamacare is a joke !
jason_craddock,@JoeBiden Clueless Joe.....
Truthhu88079625,@JoeBiden Whoreson.
Archin50001,@JoeBiden important message https://t.co/2WHAeDfmOb
klsummerlin,@JoeBiden 20 days until retirement Joe. #Trump2020
Ralph1977Mojo,@JoeBiden Is that dollar hot dog night at Sonic?
TynaBryan,"@JoeBiden Trump isn't a traitor and didn't murder Seal Team 6 and the Patriots in Benghazi! ""It's that simple folks… https://t.co/Njn7rjnLyo"
MVPPres2020,@JoeBiden You and your campaign called another lid today. What's the matter?
Marsha203,"@JoeBiden MEET FACE TO FACE, NOT SEPARATE CHANNELS AT THE SAME TIME!! HE CAN STAND NOT HAVING ALL THE ATTENTION. HE… https://t.co/zQtqGB1JjJ"
yourclueless2,@JoeBiden Good destroy it before it destroys us!!
JabberSchwifty,@JoeBiden If it's so good why don't you have Obamacare ?
rob6185,"@JoeBiden And they did, they voted for the current president November 3, 2016. The term is Jan 21 2017 - Jan 21 202… https://t.co/CbHaaUVomU"
MikeDan40080973,@JoeBiden Tell me you're good for 4 years Joe.
NutzNum,@JoeBiden https://t.co/4De6qiML0r
babyfuckinsnake,@JoeBiden Our future president 👏🏽👏🏽
Archin50001,@JoeBiden important message https://t.co/2WHAeDfmOb
JohnPhillips26,@JoeBiden It needs to be destroyed. It destroyed my healthcare.
gotosensei,"@JoeBiden Obamacare is like gold for bigpharma, trump is changing the game with real healthcare with much cheaper p… https://t.co/Fs4CYthQDH"
LT37918319,"@JoeBiden I am voting to resist a cultural revolution in America, like the one in China 1966-76. I think he says be… https://t.co/sqxziOrBI6"
oldcdfchief,@JoeBiden Till you retire finally from public life &amp; take all your ill gotten gains from “special” favors to Russia &amp; China
ColtsFan_Rick,@JoeBiden But why do you think America should continue being the only major country in the world either too dumb or… https://t.co/PCWR5Pd4Mi
TaraProudUSA,@JoeBiden If legit this is bad news ...  https://t.co/ChJnFz7FU0
poles38,@JoeBiden Hunter... Hunter... Hunter...
Tim89213962,@JoeBiden 😊😊😊😊😊😊
CranberryGirl23,"@JoeBiden This is not the first time.  Using the veterans image,  the video of the two little boys,  music from  4… https://t.co/kmIVKQFPjd"
jameskr68409347,@JoeBiden @nypost Story proves that you are a clear and present danger to 🇺🇸. You and your son have lost your moral… https://t.co/sDaiD6AAa4
MotorCat1,@JoeBiden Obamacare is a turd rolled in glitter.
CLiberty4,@JoeBiden #VoteInPerson  #VoteRedToSaveAmerica https://t.co/M6yJCF9YQh
MonaObryant,@JoeBiden Murderer of seal team six.
Mgw1776,"@JoeBiden Where’s Hunter, fat?"
MtgGuyDan,"RT @FOOL_NELSON: @JoeBiden met with @georgesoros and Special Envoy and Coordinator of International Energy Affairs @amoshochstein, at the @…"
fryrox,@JoeBiden @KamalaHarris Till you can take your daily naps without anyone questioning where you are.
skiptheviolence,@JoeBiden Who was involved? Adam Schiff? Comey? Brennan? Obama? We need a full investigation. I cant belive that yo… https://t.co/tn1aCXAsr3
slim_slimdiaz,@JoeBiden https://t.co/LdoisBvsuC
MystresMyna,@JoeBiden https://t.co/iMXhalXatX
KeyDiver,@JoeBiden Garbage Obama Care. You were better off paying the fine &amp; not take it. Trash.👎👎👎
lis_bri,@JoeBiden For a whole week ...🙄
Slungblde,RT @RupaliChadhaMD: @JoeBiden Obamacare is harmful to patients on an epic level... especially those in the middle classes! Health insurance…
FCRACoalitionEP,RT @FCRACoalitionEP: @JoeBiden You want to destroy families. Kamala Harris was on NPR radio 2018 w/ K. Nielsen Homeland Security where Niel…
Niftyfloozy,RT @Ftrr6Frye: @JoeBiden No thanks Obamacare is a nightmare!....TRUMP 2020
nansnet2,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
endlessmtnmom,@JoeBiden @suohuu You have bigger problems Joe.  You have some question to answer!!
CortneyKondrav1,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
lebelulademar,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
smitchellmay301,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
dacan517,"@JoeBiden Dude, you do not have the energy or wherewithal to work every day.  You will not last the entire term. Ma… https://t.co/nfdrpozjUE"
MimmoFischetti,@JoeBiden You will be a president not only for all Americans but for us all in the world ✌️💪✌🏿🙏🏻
emancha3,"RT @someknew: @JoeBiden ‘In Trump's America, only rich people can afford to get sick.'  The Trump Virus is running rampant. Enough is enoug…"
DBSenica,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
DomrctMy,@JoeBiden You are simple-minded Joe https://t.co/OlIKiIG4Pg
godfreygoon,@JoeBiden You couldn’t protect and build a hamster cage
birdybi47326989,@JoeBiden 20 days! 20 days to focus on what matters and be positive that we’ll win! Crooks can be crooks but justic… https://t.co/KzHqotMV9T
MassDaddy,"@JoeBiden #ProTip:  Use 'The Affordable Care Act"". It's less triggering for Republicans than Obamacare."
getanicename,"@JoeBiden yeah, after 20 days your job is done."
z1MaddMaxx,@JoeBiden m4a
hotroddergirl,RT @thebradfordfile: @JoeBiden Where's Hunter?
karlynain,@JoeBiden El pedofiloooooo 👏👏👏👏👏👏👏.
jbababy,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
siddhar43523097,@JoeBiden U will win against that orange demon
Truthhu88079625,"RT @OwnRules: @JoeBiden Go get him, Joe!   Enough. https://t.co/GfKnSO6KeS"
flexible_mr,"@JoeBiden You, you are simple folk."
tomjones_13,@JoeBiden That’s his court date!!! https://t.co/INYNzNhfE6
WilmaJAyala1,@JoeBiden I registered to vote for the 1st time back in Feb/ March. The guy at the pole place told me to leave my r… https://t.co/wccIfkBvLH
conservativeKJ,"@JoeBiden Awww, your little crowd is cute."
BABAKca,@JoeBiden In the basement again ? https://t.co/TkKYk9murv
GSoftweed,@JoeBiden To have you been sent HOME!VOTING RED
Delaney1964,@JoeBiden @jaketapper @wolfblitzer @ABC @NBCNews @CBSNews @FoxNews @cnnbrk @Jerusalem_Post @BBCWorld… https://t.co/DZ4buWK0kt
Woellert_Steve,@JoeBiden Seriously this is the best you can do Joe? Herschel Walker just told The Black Community they aren’t oppr… https://t.co/Dk81JmsAUu
andre_fucci,@JoeBiden Voted Yesterday for Joe &amp; Kamala ... straight down ballot ... no distractions ... the man has to rebuild… https://t.co/Ws3eIm5BGK
dan_gober,@JoeBiden Uh huh. You can’t walk a straight line. Or remember where you are. So ain’t no way you can even tweet
Krynies,"@JoeBiden I saw a documentary where some of trumps supporters hated obama, but LOVED obama care and that they didn'… https://t.co/8cPrTHStx3"
stevedavenport1,@JoeBiden And no more Joe Biden...
bonesofsteel,@JoeBiden Trump again asked the Supreme Court to block a subpoena for his tax records. This is why he wants the Supreme Court on his side!
songtron,"@JoeBiden No excuse, but there is a reason for his behavior.  He is unfit, cruel, unstable, sociopathic, dangerous.… https://t.co/HjbplWZGfX"
ConstableCurt,"@JoeBiden Since NO ONE can afford it, why do you want to save it?  It has almost DOUBLED healthcare costs for everyday Americans!"
DCraigUSA,@JoeBiden Breaking  Biden's to trouble  https://t.co/GM05VLI1BU
GlenPCS,"@JoeBiden Exactly. Everything you do is wrong. You're a mess. That's why you're going to get smooshed on Election Day, Glitchy. 😉"
KJHanif,@JoeBiden Where intelligent people show up.  #JoeBidenKamalaHarris2020
freethinkposse,@JoeBiden What’s Hunter smoking these days?
lmaodominique,@JoeBiden https://t.co/FmA22P9R7L
platform_soul,@JoeBiden https://t.co/WzGt7K6DU8
Truthhu88079625,RT @ElNoPower: @JoeBiden https://t.co/D7uDD8Jn7r
McKenzieSeth,RT @ArthurSchwartz: @JoeBiden What’s up Joe? https://t.co/FBUb593CO2
ctrobinsonmd,RT @RupaliChadhaMD: @JoeBiden Obamacare is harmful to patients on an epic level... especially those in the middle classes! Health insurance…
h3x4gr4m,@JoeBiden why? you think we dont understand what obamacare was doing for insurance companies and what it Wasnt doing for the people?
Josh_who_wha,@JoeBiden 🛐⚛️⛪
DCraigUSA,@JoeBiden So far Biden hasn't told the truth about anything and he's hoping Democrats will believe him
BKNomad264,"@JoeBiden Do they have Presidents in Jail? Just wondering,  I spent 20 years as a correction officer and don't reme… https://t.co/ic6rKcdN19"
Allqn_Angus,@JoeBiden Kamala is going to 25A you.
American__Angel,@JoeBiden https://t.co/76tKM4gGyy
phillipeugenem1,@JoeBiden only way marijuana can decriminalzied marijuana is decriminalize crypto all people marijuana offenisve we… https://t.co/roxRZ4l30u
Kateincanadaa,RT @natemax: @JoeBiden Donald Trump wants to disenfranchise you. Don't let him.  https://t.co/q9aeTU3kdH
ZemanelV,@JoeBiden Wow that's hilarious! Technology these days are going to end up starting Wars?!?🙌💯
borgetto1234,@JoeBiden Never counted down for anything in my life.   #votebiden
SamBard22,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
MonaObryant,@JoeBiden SEAL TEAM SIX TREASON ONE HUNDRED FIFTY BILLION BRENNAN OBUMMER OR BARRY OR RENEGADE. DOES ANY OF THAT RI… https://t.co/14rPKcShyN
odktiger,"RT @ShironRedshift: @JoeBiden Donald Trump is the single largest cause of misinformation about the coronavirus pandemic, leading directly t…"
kara_mia_,@JoeBiden https://t.co/sz2R7XnFgN
DJTan13,@JoeBiden https://t.co/wSpkHXFlLx  I cry while watching this. No more.
aghamaliyevaa,"RT @khmammadova: @JoeBiden 43 civilians killed, 214 civilians injured, 277 facilities destroyed, 1505 houses destroyed! #StopArmenianAggres…"
tamnherkids2,@JoeBiden Don't think so old man
Nerdtronic1,@JoeBiden Yeah... In your dreams sleepy... https://t.co/e3BkiLzAYa
Dyslexson,@JoeBiden The people will hold you to your word.
cmg19671,RT @Earbuds_music: @JoeBiden Till you can respectfully retire.
magie_jeff,@JoeBiden Until TRUMP 2020
TexRitt58078756,@JoeBiden Trump wants to act like HES a god!
Freethepeople20,"@JoeBiden Three weeks from today, you'll be wondering how all this incriminating information got loose to expose yo… https://t.co/19WFeUXHGq"
atherow1,@JoeBiden Don't worry about the  thing. Every thing gonna be  alright.
TPrtyIndividual,@JoeBiden https://t.co/6vxUvQuMD2
16inch_,"@JoeBiden Thank you,Hunt ! https://t.co/uyl5r8GKPR"
TheRevelator18,@JoeBiden Crooked Joe https://t.co/CyrLICLduM
6850Paxton,"@JoeBiden No, you’re incorrect once again Sir! You &amp; your VP want GOVT mandated socialized medicare for all! You &amp;… https://t.co/gdzcHJobL6"
PochLorrie,"@JoeBiden I love the ACA.  I have excellent, affordable healthcare despite pre-existing conditions.  If it weren't… https://t.co/amByxfY9qH"
Mazda20001,"@JoeBiden Very encouraging clip, joe."
Crisp_Concepts,@JoeBiden Sounds like a campaign ad for Donald Trump to me.. Obamacare was a multi billion dollar disaster. Cost me… https://t.co/9ki76f3jQa
pippers132,@JoeBiden @ValerieJarrett You may end up having to rebuild it. My son is on Obamacare and I pray it stays.
Kateincanadaa,RT @icecreamonacone: @JoeBiden https://t.co/2QMvK8kySE
