users,text
RogerAiken3,@JoeBiden @SharylAttkisson 20 days until your protection from prosecution is removed
fordham_roger,@JoeBiden You're last sentence should've been: I'm a simpleton folks!
JourneyKen,@JoeBiden https://t.co/wu7x1kb9kN
umm355,@JoeBiden https://t.co/x14GJ6jVyq
EdOnTheBay1,@JoeBiden  @KamalaHarris   Remember today is last day to donate to Biden/Harris and the Democrats so we can defeat… https://t.co/N5yFzRZunS
TheDoct81577175,@JoeBiden You lot and your stupid politics about health care. It's embarrassing to the world. Money over people.. Y… https://t.co/Fhk8msIgfu
obifunk3nobe,@JoeBiden You aren’t gonna do anything but stuff you and your families pockets.
MohibullahArma4,@JoeBiden Trump is fake president 🤣🤣🤣🤣 ✌🇺🇸Biden 2020🇺🇸✌ ✌🇺🇸Biden 2020🇺🇸✌ ✌🇺🇸Biden 2020🇺🇸✌
brighamk3,@JoeBiden And you will lose
adammrlw,RT @ScottPresler: @JoeBiden Until we re-elect President Trump.
stibinski1,@JoeBiden fatal flaw has always been his tendency to brag. There’s nothing left to parse here. The man has peddled… https://t.co/I03YsYAfzE
ChupiroC,"@JoeBiden Not true, just to replace it with a better one !!"
joancollazo2,@JoeBiden YES WE ARE!!!!!
PatriarcaFemini,@JoeBiden OMG...I counted 10 people 🤦🏻‍♂️
EsdeeEsdee1,@JoeBiden https://t.co/kTu2ONoKtG
MostlyReed,@JoeBiden https://t.co/9nhQ5Fqvv5
Lytsout193,@JoeBiden Only dead people and illegals vote for you 😆
LILPAPIVONI172,@JoeBiden PERIOD
Keeping28867229,@JoeBiden We heard that from the Obama Biden administration then we heard “we won deal with it”.
marialulu692,"@JoeBiden 😂 Jajajaja Jajajaja que palabras más trilladas!!!! Ni eso tiene, discurso diferente, pobre USA 🇺🇸 si ganas!"
phuckutwitr,@JoeBiden https://t.co/GBSQIHJKY2
vlveteyes,RT @VoteBlueUS: @JoeBiden Biden’s plan for taxes is better. https://t.co/ldsekaIGvP https://t.co/5K2ul0v3v3
Peggy2612,RT @cm_merlin: @JoeBiden Deaths Don't Matter to Trump #TrumpVirus #TraitorTrump  https://t.co/qJ5UWXLcUY
DinorahMedina17,"@JoeBiden He might be telling the truth, at that moment! Maybe tomorrow he has a different truth! He has changed hi… https://t.co/4SDal7Mdfb"
MostlyReed,@JoeBiden #HunterBidenCrackPipe
CynthiaKEckart1,@JoeBiden Trump wants to give america better insurance medicaide and medicare doesn't cover anything.
Mormon4Trump,@JoeBiden 20 people in attendance and 15 of them are his staff 🤣🤣🤣
JourneyKen,@JoeBiden https://t.co/ZVfmkn7udf
SpikeMurphy2,@JoeBiden https://t.co/4W39LEeLNR
UnfeelingDragon,@JoeBiden Sending in my mail in ballot today. Here’s to hoping for change!
bigslam123,"@JoeBiden Sounds like the dementia has fully taken hold of poor old creepy, sleepy @JoeBiden… https://t.co/o7Bspwv9Ml"
denturedude77,"@JoeBiden No you wont, we already know that the democrats will make you resign so that way Harris can be president"
sami_kohen,@JoeBiden Where is the money you and your son taken from Russians and Chinese ????
pepbyroni,"@JoeBiden That may be the problem, Joe."
constitution688,@JoeBiden What about packing the Supreme Court?  Do we deserve to know your position?
Darnell27897593,RT @VoteBlueUS: @JoeBiden Let’s roll. https://t.co/1ClCjBmt9E
JOJO13418161,@JoeBiden You already LOST!!!! But don't tell Joe Biden!!
agentofearthXL,"@JoeBiden Only 20 more days and we don't have to hear your scripted, bullshit, meaningless rhetoric anymore. 50 yea… https://t.co/9hlWwluc9W"
HoxtonThom,@JoeBiden Trump wants to destroy humanity @realDonaldTrump is the #antichrist
juan_groodin,@JoeBiden https://t.co/GeZmCmI0TE
DoyleRice,"@JoeBiden So, it turns out Biden is a liar and he did meet with Hunters Ukraine business people and afterwards got the prosecutor fired"
yvonnecody1326,"RT @GayMafia1969: @JoeBiden He’s a divider and destroyer, you are a uniter. Onward and upward."
SwensenMarie,@JoeBiden Until Trump is re-elected. Can’t wait
EddieFo33300658,@JoeBiden Smoking-gun email reveals how Hunter Biden introduced Ukrainian businessman to VP dad… https://t.co/JahEVHhTDV
noliberalism20,@JoeBiden Drop out the race! Have some integrity
stingsting59,@JoeBiden Insurance matter; not health care.
JourneyKen,@JoeBiden https://t.co/POYXPiFRrH
Worlds_Okayest1,@JoeBiden Obamacare screwed my family over.  Big government ruins everything.
ErbeJimmy,"@JoeBiden TRUMP 2020 , boy oh boy, NANCY is going to fall off the boat and get chewed up by the TRUMP propeller"
deathrider06,@JoeBiden Whether you know it or not you are done. https://t.co/FcSfFhOyA5
KwuietusRises,@JoeBiden Hunters hard drive pics... https://t.co/LqZ3pdaXhf
vlveteyes,RT @VoteBlueUS: @JoeBiden We are still the country that elected Barack Obama. Twice.  The light of our democracy will shine brightly again…
Os1Cha,@JoeBiden We found Hunter!!!
SpikeMurphy2,@JoeBiden where is Hunter? #CrackPipeHunter #JoeBidenKamalaHarris2020 #nothingtoseehere #CNN #MSNBC @CNN… https://t.co/qoA7aEF4ob
Whitmo1,@JoeBiden Yes
gritslady,"RT @dibelloholly: @JoeBiden My ballot was received on the 9th, mailed back on the 10th, on the 12th I got notice that my ballot was receive…"
garrettkrause,@JoeBiden There are not even 100 million Americans on the ACA.
tacosrule43,@JoeBiden https://t.co/NnhTkoVpkt
ericjv74,@JoeBiden In your dreams
clynchmike,"@JoeBiden Your ACA designer, Jonathan Gruber, called the American Voters STUPID. He stated 'lack of transparency' i… https://t.co/e2UIf54L4t"
BionicDance,@JoeBiden I don't believe you.  And I don't because of the policies you've said you'll pursue...and more specifical… https://t.co/INTu1o9qRt
Angie46554041,RT @DerrikStratton: @JoeBiden You mean a 2-term President. #Trump2020Landslide https://t.co/4shbMzpgiU
ImportPunk,@JoeBiden Is that the length of Hunter's longest crack bender?
JWC0506,RT @ScottPresler: @JoeBiden Until we re-elect President Trump.
tacotuesday64,@JoeBiden Just a boy and his crack pipe. How can we expect Joe to help solve America’s drug crisis if can’t solve t… https://t.co/YFUBguBIgG
Quakingbabay,@JoeBiden 20 days til you lose. hahahaha
bigmicdagod,@JoeBiden https://t.co/f8u2ZdmfIu
Larryrottenberk,"@JoeBiden Till you can sod off away from us. Would you like that Mr. Joe, you can focus on being investigated by Ukraine."
250ffcabea3d498,"@JoeBiden Why not take all the cars away during a deadly PANDEMIC!! Pack em in like sardines, donald said it's going away. Thank God!"
zippyfergu,"@JoeBiden Let’s break healthcare and employment, especially during a pandemic"
iGIJOEa,@JoeBiden You are not capable
Adam28090742,@JoeBiden Thank god! Get rid of the ACA! Trump will replace it with something much better. The ACA was just the dem… https://t.co/zRUuwWh3V3
luigideluca_,@JoeBiden I believe that after the elections you will be the president of #stocazzo.
Chief_Concern,@JoeBiden Trump has already proven with NAFTA that he can end your miserable deals and create a better deal. I trus… https://t.co/gARVy3s5L6
pennyrietveld,@JoeBiden Obamacare is not worth the paper that it’s written on. It needs to be scrapped. But you wouldn’t know tha… https://t.co/exZmLZeIKU
MrReali39272354,@JoeBiden You will never be president
Pete4peeps,@JoeBiden Obama care was and is a nightmare for the American people. Bye bye Obama care..
AlwardiAnis,@JoeBiden @fatimafahad90 I wish you success
LionessDawn,@JoeBiden About those emails 😂
lourdesR15,@JoeBiden Florida loves you back. Thank you. Biden-Harris 2020
maitejorge5,"@JoeBiden I can’t wait for my future president to take over the white house. Lets save America together, we need un… https://t.co/s0f25fs8km"
djones72284,@JoeBiden https://t.co/Xg9utTjJzF
BoB97328662,"@JoeBiden seems to me like you are a lying, dog face pony soldier … just saying … hello Quid pro Joe"
skiptheviolence,RT @thebradfordfile: @JoeBiden Where's Hunter?
AbduellaK,"@JoeBiden Yes,yes,yes we have had enough of trump"
rtadw2,@JoeBiden The one written by the guy that laughed about writing it in that American people are so stupid....
tonikuehl12,"@JoeBiden You had 6 yrs after it passed as VP, why didn't you do it then.  Remember, you are the guy that can work… https://t.co/b56VF4yAX7"
69sebastian420,RT @JoeBidenburns: @JoeBiden i’ll be a real one even if mfs is snakes 💯‼️
Gordie_Orwell,@JoeBiden OBAMACARE?? LOL!!!!! A witch doctor would be better.
CapitalRunway,@JoeBiden Right. You have shown your contempt for so many groups during your 47 years and now you expect us to beli… https://t.co/sxAFzmL64Z
ChristianneQ,@JoeBiden Better get Hunter a good lawyer to sue @RudyGiuliani oh my.  #GOPCHEAT @gop #GOPCorruptionOverCountry… https://t.co/6OM4aS688Q
OracleOfNow,"@JoeBiden Hmmmmm, what about THIS!  https://t.co/7dydobU6Yn"
Gaudia0,"@JoeBiden @bellaaa_j You're just like trump, Joe😔"
loveyou2nite,@JoeBiden https://t.co/hwErFRfuK8
JOHNNYSAVAGE321,@JoeBiden Not a chance in hell will you ever be my president.
DruckerAlan,@JoeBiden I don't know what planet you live on but people live in blue States because there's handouts that's how you gain control
MinaAllen18,@JoeBiden Joe you couldn’t build a Lego house
ericjv74,@JoeBiden That's a bunch of malarkey!
VolsWayne,@JoeBiden @lsgwestcoast Vote Early https://t.co/Vmk6G5ApYk
bsb3242,@JoeBiden 😂😂 For what? https://t.co/pf4exo9c45
BernMaestro,@JoeBiden Really? Cause I’m convinced you don’t give a shit about progressives. But your lying is nothing new.
MAGA_Mom_KAG,@JoeBiden https://t.co/I1h8uh706i
skiptheviolence,@JoeBiden They can’t deny. That would be on the record along with all Joes lies already on Social Media. More perju… https://t.co/twvffUWxAL
etheldaylily,@JoeBiden IF JOE IS ELECTED YOU CAN KISS YOUR SOCIAL SECURITY ..... VETERANS BENEFITS....YOUR FREEDOM....YOUR HOME.… https://t.co/8EC20ZUUXb
JorgeGmezHernn7,"@JoeBiden HE WANTS TO DESTROY ALL THE SISTEM,  BECAUSE IS AFRAID OF JAIL, TRUMP IS THE REALY BAD HOMBRE https://t.co/7YQUkGj2ZU"
MikeHuntDVDA,@JoeBiden #MAGA2020LandslideVictory
JWC0506,@JoeBiden https://t.co/hpG1i6WNzD
MrWysHouse,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
calcon79,@JoeBiden Holy smokes a whole ten cars!.  Keep up the good work Joe.  You are doing awesome!.  Just keep on doing t… https://t.co/gU4ob1DFMQ
BionicDance,"@JoeBiden No we don't, Joe!  We need a president who will PASS THE RIGHT LEGISLATION.  To fuckery with UNITING. To… https://t.co/UAdj77F8Pz"
Balancement,@JoeBiden Joe thinks Americans are dumb. Joe thinks Americans are just too stupid and incompetent to do what all th… https://t.co/6O5xJUtuDv
preserve_hstry,@JoeBiden #QuidProJoe https://t.co/qp9T88AKhe
Luca8593,"@JoeBiden GO BIDEN GO!!! FROM TURIN, ITALY! GO FOR THE PRESIDENT!!!"
fmason001,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
MrFounder007,@JoeBiden Damn!! You failed as Vice President and also as a father.
Xxoax,@JoeBiden #BenghaziAintGoingAway This is what's going on. https://t.co/iZ3Mv3NbjJ
BedrGeorge,@JoeBiden Can you answer this:  Why did you lie about your meeting with Burisma?  https://t.co/MxPTt0vgf4
texas_mustang,@JoeBiden I think the story is he wants to tweak it not abolish it. I think your comments and the MSN is exploiting… https://t.co/7B8eQuOejl
Oncorhynchusmy3,@JoeBiden Trump is executing his constitutional right to appoint a SCOTUS. Put your mask back on bo jiden.
iggles1973,"@JoeBiden 8mil ppl on obamacare.  150mil on private... who gets hurt more? The 150mil, right!!  Who benefits the mo… https://t.co/LszzTYmyBN"
rebelsfan10,@JoeBiden “I’m joe Biden and I’m a democratic candidate for the United States Senate” ... “Where the hell am I?”
LBartrum,"@JoeBiden We good, appreciate it tho ✊🏼"
SummerQ52817066,"@JoeBiden Skate, better 🤡🤡🤡🤡🤡"
pamheg21,@JoeBiden 🤣🤣🤣😳😳😳🤣🤣🤣
danielrotger511,@JoeBiden Build on it by transitioning to Medicare For All.
educatedadult1,"RT @dibelloholly: @JoeBiden My ballot was received on the 9th, mailed back on the 10th, on the 12th I got notice that my ballot was receive…"
JoeyB76064691,@JoeBiden https://t.co/giTjVoBDnq
jenpotter80,"@JoeBiden This can hurt our family - our daughter, who is a 3x childhood leukemia fighter...… https://t.co/T9FBZO5LRk"
marybeth3210,@JoeBiden Public option 🙏
catseye36,@JoeBiden Hey I not going to attend the star trek event at this time.
Michael80059701,@JoeBiden 19 now!  GO JOE!
massimopoli,@JoeBiden Go Joe! 👍👍
TadeusWarDa,@JoeBiden https://t.co/z2Qi8Cuk7q
Magabond2,@JoeBiden There’s no “if” you old fool. His nominee is the best qualified for the position. You couldn’t name a sin… https://t.co/i3U2JPK7UJ
rkty12,"@JoeBiden Please consider explaining it this way:  if you ever become too sick to work, then the ACA will be your o… https://t.co/cRhUIvyGLh"
VendeConEmilio,@JoeBiden https://t.co/4F3VwHcR5q
theCHAZZchannel,@JoeBiden Then you’ll be able to slither back into the basement.
kttphoenix,@JoeBiden https://t.co/pdYMJ3OVgd
StaceyN14311166,@JoeBiden Liar
lpruns,@JoeBiden https://t.co/9mtQLuS4vm
twolf4784,@JoeBiden Three weeks from today you're going to miss the second straight layup by the Democrats.
NigelBu30148397,@JoeBiden Very true sir the President wants Washington bargain poor care
GovBillabee,@JoeBiden “Hypothetically” #WhereIsHunter  https://t.co/5NBfOdLy06
ErwinMeinhardt,@JoeBiden Will you pack the #SCOTUS ?
azeped1,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
jhadleyconrad,"RT @themaxburns: @JoeBiden Trump once again correctly wagered that even if he refuses to do another presidential debate, outlets like NBC w…"
DavidMa38796945,@JoeBiden Lmfao dont mind me https://t.co/szIZVb3XZo
preds_4_Life,@JoeBiden https://t.co/RFLXjGpK0r
ZN_007,@JoeBiden https://t.co/lcF46E4OPL
John06253688,@JoeBiden Ut oh joe. Hunter is under investigation by senate.
Rcmoore76137,@JoeBiden You weren’t a very good senator either. So let the truth speak for itself.
LiberalLying,@JoeBiden Obamacare destroyed heath ccare
l_dermody,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
NotSoBigBrother,@JoeBiden I bet you typed senator first 😂😂
DavidMa38796945,@JoeBiden https://t.co/qa3meHPL2g
MrFounder007,RT @WEdwarda: @JoeBiden 19 days out 9:41 a.m. lid. Where’s Hunter?...
DavidMa38796945,@JoeBiden https://t.co/OBd04xS6wk
Sandy87366480,@JoeBiden 20 days!! 🗳him out 👏
DavidMa38796945,@JoeBiden https://t.co/eG0xbeiCmv
LaiyouINg1,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
katkein,@JoeBiden Obamacare sucks! We went from $600 a month to $1800 a month with a 12k deductible! It was cheaper to pay… https://t.co/OgvEtIeUAd
VonDouchenburg,"@JoeBiden Since when does a president has the ability to ""force thru a nominee"", Biden was a senator for decades an… https://t.co/89rFf1JU3n"
AssignmentHub1,@JoeBiden @pennforbiden Hello. My team and I are ready to help you write that assignment and essays giving you the… https://t.co/ZMgvAZ4MeZ
thetruth1967,@JoeBiden Going to give your son Hunter more $$$??
J13931087,@JoeBiden Got my vote in today😄👍
MasonThies,@JoeBiden होता है। इस प्रकार बालकांे के व्यक्तित्व संरचना मंे पायी जाने वाली विभिन्न मनोदैहिक प्रणालियाँ परस्पर अ… https://t.co/Lsy3Qqk80V
neal5x5000,"@JoeBiden Which advice? The ""you don't need masks"" advice or the ""you need masks"" advice? Maybe it's the ""we need l… https://t.co/azcu5OaCcW"
Johnste05340554,@JoeBiden What? https://t.co/7d6A2aMCBN
DavidMa38796945,@JoeBiden https://t.co/VEQZiUXGED
defeattheelite1,@JoeBiden 20 days until we don’t have to see your fn ugly mug everyday! Woohoo!
snitskiy,"@JoeBiden You cannot build on a sham. Oh wait, you’re a sham too"
karaterocks,@JoeBiden Thank you future President Biden..
ndeborahboyer63,@JoeBiden Just voted for u in TN
Mamahouhou,"@JoeBiden It seems you will say anything your puppeteers put in front of you, truth or lie. Your record of 47 years… https://t.co/OqXy6lahZo"
DavidMa38796945,@JoeBiden https://t.co/zkfSlRixCk
CarlOlivieri3,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
preserve_hstry,@JoeBiden https://t.co/qp9T88AKhe
JoseSammut,RT @RupaliChadhaMD: @JoeBiden Obamacare is harmful to patients on an epic level... especially those in the middle classes! Health insurance…
john_adams_x,@JoeBiden https://t.co/yf5Vn07L9k
Caterinaisgreat,@JoeBiden @KamalaHarris YES! 👏👏👏 #BidenHarrisToSaveAmerica  #BidenTownHall  #BidenHarrisLandslide2020
BionicDance,"@JoeBiden ""The will of the people""???  Joe, the will of the people is #MEDICAREFORALL.  Look at the polling data; A… https://t.co/2dJLyQUD8Y"
lamRedUSA,@JoeBiden Trump is https://t.co/OhrxzF7oYi
frecheBavaria,@JoeBiden 🤣
Asia2020S,@JoeBiden 💥💥💥  big guy: 9.5 inches x 25.4 mm/inch = 241.3 mm  It's almost the same as that of a donkey.  大家伙： 9.5英寸… https://t.co/vppga1j8rh
emilita3rd,@JoeBiden We the people want it gone sleepy joe. It was a disaster. Ps are you going to pack the Supreme Court? ~co… https://t.co/53ozsRaHt0
JourneyKen,@JoeBiden PRICELESS! https://t.co/1SMh84Xx4H
phuckutwitr,@JoeBiden https://t.co/Fikkn8f0OQ
hectorfl72,@JoeBiden #WheresHunter
its_SharonLewis,"@JoeBiden ....Poor Putin, what election will he manipulate next then?"
DWholihan,@JoeBiden Good to know. It makes my Trump vote easier. Your Obamacare destroyed my old coverage (while I have a pre… https://t.co/zfaFh9Ylv0
ADAMTILLEY1,@JoeBiden Til a bed is available in your care home
SteveLinderman4,@JoeBiden Total bs. Both plans help families but the dem plan sends billions to states with no restrictions on what… https://t.co/crpT2e2Ua6
DebbieV05981623,@JoeBiden 🙏🙏🙏🙏🙏
dan_salado,@JoeBiden Really?  So you will stand up to criminals and criminal activity like allowing guns to be trafficked into… https://t.co/PylR8okOWl
jasonshiffy97,"@JoeBiden I'm actually terrified to vote in person because of a medical condition.   However, I also could not vote… https://t.co/L3NgCiWXYp"
TRICKYWAPPY,@JoeBiden I am proud to say I already voted for you Joe. You will be a good and uniting president. I can't wait until you take office.
ronebradley,"@JoeBiden Cool. Just like @POTUS  is now. So, you're not needed, because we already have that. Awesome.  Byeeeee!"
Ellebai8,@JoeBiden I dont think so.. Obama care was a disaster.
DALEEPKUMARMEE8,@JoeBiden https://t.co/psEf0MHoTX
Rogerslivada,RT @tupirix: @JoeBiden https://t.co/d8nwNjr9ci
Believe4Healing,@JoeBiden I want Obamacare destroyed as well!!!!!
janattheocean,RT @MarkoSilberhand: @JoeBiden Grab him and #VoteHimOut !  #VoteBlue   -  #VoteBidenHarrisToSaveAmerica    💙 https://t.co/xEpEkC6sP9
reugol1,@JoeBiden I think you’re in some hot water Joe....
Msmarzipan,RT @MarkoSilberhand: @JoeBiden Grab him and #VoteHimOut !  #VoteBlue   -  #VoteBidenHarrisToSaveAmerica    💙 https://t.co/xEpEkC6sP9
BTreenew,@JoeBiden #BidenHarris2020 WHAT A LIAR. He knew his kid was getting paid off by Burisma. Now they have the emails.… https://t.co/kYe4HwHEYn
rob70270577,"@JoeBiden you forgot to add in your likes that you also enjoy: hair sniffing, rape of your interns, covering up for… https://t.co/19bwiNYgEP"
Angie46554041,RT @JManjador: @JoeBiden https://t.co/TsgQ4Y0NEV
Bwater49588400,@JoeBiden https://t.co/Ny2TXLbEGY
JEZUSgeneest,@JoeBiden Beloved welcome in the broadcast  https://t.co/MOUv0tjS5d
BidenCabinet,"RT @BenjaminDerer: @JoeBiden if you want to gain another 10% of the voting base over night, promise you’ll ban robocalls. Everyone hates th…"
GaynorDan,RT @RupaliChadhaMD: @JoeBiden Obamacare is harmful to patients on an epic level... especially those in the middle classes! Health insurance…
_nik_nik_b,@JoeBiden Yes Sir 💙🙏🏾🙌🏾✊🏾🇺🇲 #VoteBidenHarris2020💙💙🙏🏾🙏🏾✊🏾✊🏾🇺🇲🇺🇲
noteabaggers,@JoeBiden Biden is the only choice
JWilsonHall1,@JoeBiden https://t.co/X2OLmSzyxj
garrettkrause,"@JoeBiden The left wants Medicare for all,  Obummacare is a disaster and you can’t build upon a weak structure."
thunder_bunnee,@JoeBiden I’ve seen a Wendy’s on Tuesday with more people trying to get in.
TimMullin6,@JoeBiden And comment JB.  https://t.co/c5aqXd7Wp6
ToughGuyInAMask,@JoeBiden https://t.co/HjhfPvxhk4
JBertao78,@JoeBiden How was that rally turn out? Didn’t look like anyone showed. Pics?
Shoshinway,@JoeBiden @SandaYama Just 3 weeks with the push up ~ 👌
ne18_ne,@JoeBiden Where are all the people?
starfish5800,@JoeBiden wow must be all of 100 sheep
BlesesNicolas,@JoeBiden If the American people have any sense left in them then this is why you won’t be elected
CrystalMagdale9,"@JoeBiden I’m voting for you, but cannot agree with you there! Obamacare should be taken out!"
Rogerslivada,RT @outfoxed_toni: @JoeBiden Who does Trump owe $420 MILLION dollars too??  Trump is in court trying to dismantle healthcare for millions o…
LarryCorbin18,@JoeBiden 47 year! And now your going to work hard?  Sit down clown ...
FrankDebrah9,"@JoeBiden God bless you, you have my vote sir!!!"
anggaraltius,@JoeBiden joss bosku
TruthIsFree4You,RT @MarkDice: @JoeBiden How’s your “Senate” campaign coming along? 🤡
BryanHorsey,@JoeBiden https://t.co/1nYVUXvU43
JWilsonHall1,@JoeBiden https://t.co/X2OLmSR9oR
rhondaboopope,@JoeBiden https://t.co/o6RSEDPBmy
BrewCrewBall13,@JoeBiden I’m self employed and I was on Obamacare for 2 years. Complete disaster.
JoeTheGipper,"@JoeBiden Joe,   I’m with you, but you need to stop calling it “Obamacare.”  It’s called the Affordable Care  Act.… https://t.co/0DkXD3CrbA"
FranklyMyDear16,"@JoeBiden Yeah, you keep saying this but we all know it’s the rich you’ll actually serve."
TStroud512,@JoeBiden @KamalaHarris I just hand-delivered my mail-in ballot to be sure I got in my vote for Biden Harris!  Can'… https://t.co/tVn32A05jK
SuratPam,@JoeBiden Somebody's in trouble! https://t.co/uUaz5AiewQ
ReiboldtKaren,"@JoeBiden @chunkled Voting early on Monday! For you, obvs😀"
ErbeJimmy,@JoeBiden A LEFT LIE
MP_LatinX,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
Thaibreadstick,@JoeBiden Obamacare was complete ass though.
iamthesharon,@JoeBiden Biden for 2020!
KyleRey77926360,@JoeBiden Obamacare doesn’t matter if Biden drone strikes your ass
StPet30,@JoeBiden Any random picked off the street would be better than @realDonaldTrump so @JoeBiden should be a shoo-in
DanoCruz,@JoeBiden Hey Joe.    Have you been reading the NY Post about you and your son Hunter.    Ooohhh.  I can’t wait for… https://t.co/IlVHecD6Yw
Luna917,@JoeBiden Until you go to the Nursing Home.
Libby_italiana,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
JoseSammut,@JoeBiden https://t.co/BjjOIgjrF5
SteveLinderman4,@JoeBiden I had my position eliminated last year. Checking out ACA for options. Over $1000/month for bronze(low end… https://t.co/1jW9Aob9KU
stowdynoman,@JoeBiden No you said previously that you wanted to get rid of it and go to Medicare for all
RauldeQuesada1,@JoeBiden Go to sleep you fool!
Bopon71,@JoeBiden Goodbye putin's puppy @realDonaldTrump .
WhatsUpItsNeal,@JoeBiden Till you reside in your basement forever
Liberal82251605,@JoeBiden @Lawrence https://t.co/l2HFPlgmfY
maximillius73,@JoeBiden Definition of law abiding Biden.
lough_rich,"@JoeBiden Joe will be 78 in January.  Why are the Dems. talking about a committee to review the 25th Amendment, tha… https://t.co/SptEXNEzyl"
NormalD94907972,"@JoeBiden You have a lid since 10AM, AGAIN. If you’re gonna tweet, address the report that you lied, yet again"
Deborah37672658,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
QueenOfScott,@JoeBiden Obamacare is a failure.
jeffdodgers,@JoeBiden #BelieveTaraReade
lough_rich,@JoeBiden ACA only has 8 million.  Where you coming up with 100 Million?
DaleTL,RT @mmpadellan: @JoeBiden Makes a whole lot more sense than tearing it down without having anything to replace it during a pandemic.  Thank…
WeThePeop1eUSA,@JoeBiden https://t.co/jQLxhnb6bO
ted2414,@JoeBiden U can't count to 20
Nonpoliticalmee,@JoeBiden You’re a liar and you’re in so much trouble
GrassrootsDNC,RT @sithhippie: @JoeBiden It’s simple I want kids to look up and see a good person as our President &amp; not be scared 😱 they will get sniffed…
P69153720,@JoeBiden Exactly lol thank you for reminding me why I did not vote for you.
vinceakabeans,@JoeBiden time to destroy obamacare
RonNoble,@JoeBiden Medicare For All or STFU...Those are the options.
enchilada_happy,@JoeBiden But they don’t deserve an answer on expanding (packing) the Supreme Court?
KarenGAbernathy,@JoeBiden Not going to happen.
CANunez4,RT @MatthewJshow: @JoeBiden Florida is still laughing at you Joe!
JaihindSuvamdc,@JoeBiden Trump acting like a Communist or Dictator(supreme leader).
colorado_87,@JoeBiden Sure
LisaShe96800714,@JoeBiden Yeah yeah yeah ok. Can you explain THIS undercover vid Joe??  https://t.co/0Wce5YD4X4
bidenisnotwell,@JoeBiden I will vote for a proven leader. One who cares about America first. I will not vote for a 47 year proven… https://t.co/qSwyzDypZA
bigmicdagod,@JoeBiden https://t.co/YANw4aUzQO
soilconsumer,@JoeBiden Yes Joe Yes I broke my leg Yes Joe FIX IT NOW
MariaRosaMenen,@JoeBiden I doubt it!
dallaslsutiger,"@JoeBiden Why? The truth is ACA increased premiums on ppl , mandated insurance, fined ppl for NOT carrying insuranc… https://t.co/VLotFHAOzI"
GlorbusK,@JoeBiden https://t.co/6B3FHlKLGg
dsl_32,@JoeBiden Trump 2020
dozerscotch2000,@JoeBiden @KamalaHarris https://t.co/dUWg4Ya7Zs
dancingcrane,@JoeBiden We were chided by liberals who reminded us (like we needed it) “Obama is your president”. Then screamed t… https://t.co/tniKpGg8nJ
thefunkark,"@JoeBiden MEDICARE FOR ALL AND NOTHING LESS. Once you’re in office, God willing, we’re coming for you. Don’t betray us."
Christinaofs,@JoeBiden  Catholic Bishop Asks Joe Biden: How Will You Explain Supporting Abortions to God? https://t.co/CaXVi5IGq5
FOOL_NELSON,"RT @FOOL_NELSON: @JoeBiden met with @georgesoros and Special Envoy and Coordinator of International Energy Affairs @amoshochstein, at the @…"
Twford11,@JoeBiden You couldn't build a stick man.
pico87mn,RT @jackedmech: @JoeBiden Hunter Cracks me up Joe!! https://t.co/1pTe6sh6A6
CANunez4,"@JoeBiden 😂😂😂, wow Joe you really pack them in.....all 50 people?"
MattarocciSue,@JoeBiden Trump is the only president who can’t get along with Dr Fauci.  That should tell you something right ther… https://t.co/dIDSPi5J9S
dmthedm,@JoeBiden And you can go back to bed
YeganLIVES,@JoeBiden @KamalaHarris @SpeakerPelosi = https://t.co/LeGrdsCR7J
Directory420com,@JoeBiden President of the HOA
NicholasABourg1,RT @wdunlap: @JoeBiden Can anyone name any significant positive accomplishment for the American people done by Biden or Harris in decades o…
TakeaKnee8,@JoeBiden 151K deaths in Brazil. Whose fault? 36K in Italy. Who’s to blame?
BigBoyBuxtonFan,@JoeBiden Lets go
RonnieWasRight,@JoeBiden https://t.co/axENxFcJqo
Church_On_F1,@JoeBiden Then you can sleep all day again.
JamfamJimmy,@JoeBiden SLY COOPER 5 IS DROPPING‼️‼️
VagtsJ,@JoeBiden Obama care was a disaster!!
dontuworre,@JoeBiden Joe Lied it’s that simple! Said he never discussed his sons schemes to defraud the American taxpayer! Wat… https://t.co/qvGDH0x6fx
deep_mowgli,RT @judgeyourself99: @JoeBiden #voteblue #BidenHarris2020 https://t.co/nXTCaGY146
